5.376671395461000147e-01,8.883956317576418016e-01,-1.089064295052235787e+00,-1.147952778898594151e+00,2.908008030729361870e+00
1.833885014595086460e+00,-1.147070106969150460e+00,3.255746416497346668e-02,1.048747160164939796e-01,8.252188942284909290e-01
-2.258846861003648065e+00,-1.068870458168031723e+00,5.525270211122237374e-01,7.222540322250016187e-01,1.378971977916614078e+00
8.621733203681205548e-01,-8.094986944248755423e-01,1.100610217880866326e+00,2.585491252616241464e+00,-1.058180257987361594e+00
3.187652398589808089e-01,-2.944284161994896287e+00,1.544211895503950993e+00,-6.668906707013855240e-01,-4.686155811006241234e-01
-1.307688296305273390e+00,1.438380292815098382e+00,8.593113317542545870e-02,1.873310245789397976e-01,-2.724694092501874776e-01
-4.335920223056835554e-01,3.251905394561978579e-01,-1.491590310637609385e+00,-8.249442537095540151e-02,1.098424617888622778e+00
3.426244665386499189e-01,-7.549283191697033768e-01,-7.423018372598566561e-01,-1.933022917850986566e+00,-2.778719327876388867e-01
3.578396939725760451e+00,1.370298540095227890e+00,-1.061581733319986398e+00,-4.389661539347733399e-01,7.015414581632835045e-01
2.769437029884877166e+00,-1.711516418853697985e+00,2.350457224002042267e+00,-1.794678841455123353e+00,-2.051816299911149333e+00
-1.349886940156521220e+00,-1.022424460854908929e-01,-6.156018814668943184e-01,8.403755297539053926e-01,-3.538499977744332670e-01
3.034923466331854502e+00,-2.414470416073579428e-01,7.480767837039851154e-01,-8.880320823290103194e-01,-8.235865251568527112e-01
7.254042249461055691e-01,3.192067391655017961e-01,-1.924185105882635638e-01,1.000928331393224763e-01,-1.577057022799201569e+00
-6.305487318965619092e-02,3.128585966374284322e-01,8.886104254207207731e-01,-5.445289299905476943e-01,5.079746509059456239e-01
7.147429038260958434e-01,-8.648799173244564598e-01,-7.648492365678741800e-01,3.035207946493542752e-01,2.819840636705561732e-01
-2.049660582997746283e-01,-3.005129619626855861e-02,-1.402268969338758664e+00,-6.003265621337341429e-01,3.347988224445141991e-02
-1.241443482163119144e-01,-1.648790192090383022e-01,-1.422375925091496462e+00,4.899653211739479208e-01,-1.333677943428106083e+00
1.489697607785464895e+00,6.277072875287265097e-01,4.881939098599406557e-01,7.393631236044739818e-01,1.127492278341590159e+00
1.409034489800479184e+00,1.093265669039483967e+00,-1.773751566188252193e-01,1.711887782981554640e+00,3.501794106033116472e-01
1.417192413429613884e+00,1.109273297614397524e+00,-1.960534878073328102e-01,-1.941235357582653809e-01,-2.990660303329824021e-01
6.714971336080804987e-01,-8.636528219887144031e-01,1.419310150642549395e+00,-2.138355269439938589e+00,2.288979275162977486e-02
-1.207486922685037767e+00,7.735909113042492569e-02,2.915843739841825211e-01,-8.395887473366135945e-01,-2.619954349660919557e-01
7.172386513288384613e-01,-1.214117043615409175e+00,1.978110534643607310e-01,1.354594328004643744e+00,-1.750212368446789624e+00
1.630235289164729151e+00,-1.113500741486764367e+00,1.587699089974059286e+00,-1.072155288384251559e+00,-2.856509715953298167e-01
4.888937703117893774e-01,-6.849328103348064495e-03,-8.044659563495470955e-01,9.609538697405668461e-01,-8.313665115676243111e-01
1.034693009917860174e+00,1.532630308284749887e+00,6.966244158496073258e-01,1.240498000031925174e-01,-9.792063051673021157e-01
7.268851333832379025e-01,-7.696659137536818740e-01,8.350881650726819094e-01,1.436696622718938832e+00,-1.156401655664002215e+00
-3.034409247860159198e-01,3.713788127600577416e-01,-2.437151403779521941e-01,-1.960899999365032675e+00,-5.335571093159874323e-01
2.938714670966580678e-01,-2.255844022712519270e-01,2.156700864037444099e-01,-1.976982259741502379e-01,-2.002635735883060430e+00
-7.872828037586375727e-01,1.117356138814466604e+00,-1.165843931482048790e+00,-1.207845485259798846e+00,9.642294226316274752e-01
